id,won,queue,batch
VOuhDmOT36Byg99qo3pB,212,abu,m499
VP5tybnteqwYbTXrb2C1,832,abu,m500
VQICkx3ZQD5en7JfYtqc,879,abu,m501
VQzltfI4PR195JzX3WjP,189,abu,m502
VRqAS3yjTg84pWlabaWt,310,abu,m503
VRuxeBXIxQHIPSXTtrdq,540,apj,m504
VS1SSrHv1L7u4G2nqBBo,303,abu,m505
VVe86hwDu8YBY5nCN01Z,403,abu,m506
Vd5u1ruqIPtJN9hU0C6q,931,abu,m507
Vk3naHkHu3l9VfSaUmbD,402,abu,m508
VkGhXZsnsDdroO2EMFzt,238,abu,m509
VkigjQVbJwhx7wBJ9UmT,710,x1,m510
Vl91SGaaz61th6jChe3I,863,abu,m511
Vp1k9Ihvpqs6TKNIIKbs,451,apj,m512
Vp48mkbWnjDRmOC69Us9,336,abu,m513
VpXflkTkTlrAr8JTtWYn,564,abu,m514
VySVt5obBLG3AlOXe5LF,566,abu,m515
VztAFAegoJfiVjGnSfYs,359,abu,m516
W3CXJwpYQc2VvlMmfWUN,263,abu,m517
W8B27l2KUNcxQopfvuY0,208,abu,m518
WBs2FlpzCPasWje2PBpy,450,apj,m519
WLDNu0FMPRKabJP2ermm,738,x1,m520
WMjRcTgNrz3dn264N9EO,987,apj,m521
WWNqZu0xpYeHEgMnYbOf,245,abu,m522
WabnWz8sR3LjPx3Gdjts,411,abu,m523
WbBeEKnmKy9jFizcM4Kb,470,apj,m524
WdEJk4m4U27u4ZMDS3KV,1061,apj,m525
Wdy3NbIQPHVLRgFpsVOr,908,x1,m526
Wei3N2NkqUEK8GlUyah3,371,abu,m527
Wm6y31tQxfFAko7tidTQ,144,abu,m528
WpjUDEKl2v0QO1kKQNQa,1062,apj,m529
WyzCsDLkWQ76eG8NlEGH,288,abu,m530
WzBSk8UhbdFBIEzJ1TGl,1084,abu,m531
X4EdNbWq2gOoKUpCVvXP,593,abu,m532
X9NWaNyp87DFZvCnvSlk,209,abu,m533
XD202kqPfMDBXcQ8zgIx,347,x1,m534
XDKQsKj9ZtiYsXSwd88R,920,x1,m535
XH4UsKvgQ521sDmIUZ3z,961,abu,m536
XH6vxE4FN57cFnpGieR0,1021,abu,m537
XMzR4bfDaT8ZHkGOt0Ek,480,abu,m538
XPUnsYjGCywmjBKMXPy5,1098,apj,m539
XPugwJN3wkwik9DuiYYP,514,x1,m540
XTzUvhq7VVYLD0Q2xsAt,1034,abu,m541
XU6fPPvEMK6aM3w7uFh8,6,x1,m542
XUGC6MD28hLpCdIFkydp,1004,apj,m543
XWY13swDD7SVl7Oe7c97,133,x1,m544
XY1vv1MRDinO5q5RPtjh,333,abu,m545
XbQF9Plx2MB4pTBJzULD,769,x1,m546
XetpufsFVEj2ea0qgLfH,187,abu,m547
XrqPZ9yE3rNWwumZz5cR,220,abu,m548
XrvJKaosawytDEveOK9o,1085,abu,m549
Xv13jrfq7A8J6CdSaqrB,313,abu,m550
Xx3YuhH5pzwBlG2X8RB1,213,abu,m551
XyYUXKVgwzKbNR3PYr57,543,abu,m552
Y98GoiRnJK0rluxAOOaE,937,abu,m553
YCkgX3dxq8YwQqxYcroR,502,x1,m554
YGZlHZv4fVPNoh70lXQ5,551,x1,m555
YHh1rAs8DUjHE2xe1Z7G,746,x1,m556
YOM2H4IMUh8gXHVH0H2O,448,apj,m557
YQZibUI61hEV27pZoAyC,1028,apj,m558
YSBzA26yaViuOxmcY4by,1008,abu,m559
YVcIXE1TwPGlziJkRSTD,1072,abu,m560
YVlJq2F28QDJmDGu39Oi,1088,abu,m561
YjCAMBZ6CnbSqbpy2jRr,992,apj,m562
YkK7StNjGYWY8fM0XePk,171,abu,m563
YlmvLHbZrV3g7gBHlXat,389,abu,m564
YoVWz6oIpnlJ9sUHTwES,730,apj,m565
YrjU65vZvJHDdmvQQrIu,332,abu,m566
YyaBzgGDB5qWxISSjapT,928,abu,m567
Z0pc49SPKFyYPoy7rHyY,650,abu,m568
Z1QwoMmNBmKjlQwuOJ0p,244,abu,m569
Z3Dn0FYlOe5LQ1sbW1zz,1099,apj,m570
ZAuPT4YardNiPDz5X3Wu,613,abu,m571
ZBJEuEdMchOc2Vebq7Od,138,abu,m572
ZDxyDVvNL12uBwRkIsCS,1112,abu,m573
ZDz9DQ9UNRrpNVkjRSmf,791,x1,m574
ZEjq0BQoeQWQwzFNlL75,460,apj,m575
ZHcxQAnbg6KCVes5ZdnY,154,abu,m576
ZIII7YbIQhNCJ9lg9iVI,802,x1,m577
ZIyEINbmDeinCPhz2MfD,635,abu,m578
ZKqWpXV2h6I42WyR4P5S,283,abu,m579
ZT9Tbi5kFeu771dfywJp,467,x1,m580
ZTIb5V1Znx0Dubn3JlAb,664,abu,m581
ZUT899dov8qhW7utioyM,50,apj,m582
ZfWxsaH4xq4Q9CCRwX47,461,apj,m583
ZvMnOOMqilRXWavjkPjX,1095,apj,m584
ZyU70iQDDuHC4Cmx4jMV,471,abu,m585
a8do5LYR7AVwG4mS54E4,866,abu,m586
aHk1cxZqG0yMDdA2r6tH,858,x1,m587
aHniDm8bM5SJEoc3h7FN,585,abu,m588
aIPQhcbwtUqbkHC22D5w,396,abu,m589
aIWdTvDlXYApB1bBBl4E,579,x1,m590
aRgXunxcLHySWZzf4A0a,1031,apj,m591
aVJgcMAGIvcxpPABZBfa,356,abu,m592
autTN2s1oKbQpmvASnnx,953,x1,m593
bDu84Dn65cPPCQXNimgs,989,apj,m594
bEmLRDYqiKEDhUr13mPY,184,abu,m595
bKLMwNanHDrEVWjg5MTF,578,apj,m596
bM3q9hhxYEIt9bUHRbuR,889,x1,m597
bOyIHoeWHOpzPgYP3zJi,222,abu,m598
bRm6yVRt2lumPF35kQlI,107,abu,m599
bg0RN8sq2Web16x3qXI7,452,apj,m600
boO5kcnPjMfHWOjbd8gP,276,abu,m601
brZ9evAFd58hDYuYO3av,856,x1,m602
bxBElOtNBC7ufSFoQF8X,935,abu,m603
byLTgzEO0caPvGMa2EYi,162,abu,m604
bzaaFGjVLA82MUHWeAfk,841,abu,m605
c0YjLBOusm43S69mMzoX,790,x1,m606
c3WMObt0l7o2yiHc6Szm,1013,abu,m607
cBJ9w4AFCl7WdoTGuBTR,93,abu,m608
cBaPCS6A0e89YnSztVte,588,abu,m609
cCamXtckLo16Yc7l2yk0,959,x1,m610
cILVLdQBC4GRNrXeBdCZ,622,apj,m611
cImqspUTlOmtBAvZ0Upt,837,abu,m612
cIz8TJsdmZK07OqXQ26a,814,abu,m613
cMy31OQHPyZiW6TQ80ou,282,apj,m614
cNW9GBTab4jmfFJXZ2f1,490,abu,m615
cQKZxyCotzZrcROLU1df,571,abu,m616
cQnt2H9JFyk5Dtfkhj6X,183,abu,m617
cU9fiiIJxMki3mGACIws,340,abu,m618
cV9KBv4T4i3nxlVjN0Ps,960,abu,m619
cbAP7dR1L51utBK9M4BV,766,abu,m620
cbNnDEmWV3H6SPhzaubz,612,abu,m621
cw373tmcgJPwzSTwvYk2,840,abu,m622
czR8n5Ww3Pgon9yJG7rj,2,x1,m623
cznyhk396OwiJQe5VrCx,466,x1,m624
d1H4hkBaco0rKmk0w5s3,760,abu,m625
d1qvJgpGAWKoiP87bldp,329,abu,m626
d3QupxgKLxQoQEYJO9RH,308,abu,m627
d3ryLdkt6r5mSpRxeptc,700,x1,m628
d7tGtFRMuhoSYaj2e6Y3,854,abu,m629
dGjF8twaMU0iifK5mXXB,1032,apj,m630
dH89mCXDRu5GnXlRbdSs,89,abu,m631
dHArF5p0CTnRYP7g6FXB,192,abu,m632
dNF4T5KYQL7ze1gkdqHZ,670,apj,m633
dR7pE6m7wLizrhDLpfe3,496,apj,m634
diQFyT7ZEbZF9SI68Z3H,952,apj,m635
dnqc8aJow9CVlXmdFnBS,902,x1,m636
dxeL94sszHjIXrZtOFJz,654,abu,m637
dzDXK896zhCl5i0EtjrU,508,x1,m638
dzmx2v3uU3EEpFM9LAbB,520,abu,m639
e0ELdyrHctkwWNti90NX,159,abu,m640
e2lx4ZxAmKCZQfky4fW5,1103,abu,m641
e35gJZc060yoyt5Esqrp,1001,abu,m642
e57upyAwRQd6aM2gjuO1,993,apj,m643
e8UtOrWzaljYcO6wEu4B,85,abu,m644
eBEIFS9rVEbD6LBT0VbD,312,abu,m645
eE68pMigVCyiUEDuANlF,883,x1,m646
eI2JGzxD5homG0szs4bh,157,abu,m647
eIfLSOIOZPiuIUORlcOi,330,abu,m648
ePXY4KdFrsygncGwU15m,800,x1,m649
eQ4DN47TZpppfFA2rPHp,896,x1,m650
eR1oi3WTMm85Ns4SMxEh,260,abu,m651
eV6rXwaz4tLnUn8goGtQ,704,x1,m652
eYKsCsZxibEmrqsMXNi8,1006,abu,m653
eYR2Oslg9bWv8iRljklR,537,abu,m654
eYp2v5j6H0L6qTy3ina5,179,abu,m655
ecxyQVi0Cw54lJHWG1M3,404,abu,m656
ehEbpZ0GOpLj1JhK2kF8,565,abu,m657
epJgAkn6pgimAfcmvDaZ,701,x1,m658
evjNyYUubYpWVWnY6YRt,394,abu,m659
ewAsdQH4LVij4sf46ajs,949,apj,m660
f2NanauRIwZpJOcswqo5,521,abu,m661
f2T91nN42fyVx5JtB4lo,742,x1,m662
f3QnnLCq2qQPBUcysT60,901,x1,m663
fDrzjNiLLIJzmxjS05do,878,abu,m664
fGKHjl3Yq8w48FaShaiS,1027,apj,m665
fGpM4iYIBDaAnCLymgSY,705,x1,m666
fGyQkYy5onRrEY4Dx9nJ,111,x1,m667
fHuJVm2649VGZCrhdUXb,168,abu,m668
fMCLUYNKAq2TVEJjPGKH,1053,abu,m669
fQ1oTLs8q91mFcZLRqQT,272,abu,m670
fS77z8zThMlfBjEbVwIU,97,abu,m671
fTB9qColpuQKljJzVvIZ,782,apj,m672
fUOj9psCB0HWI3ioUmoM,946,x1,m673
fYWrgH14TsVU5s1ssa6F,586,abu,m674
fcEU3pHnPw4tJdc76WuN,665,apj,m675
feCabcvz05Xb07WwCpzC,1073,abu,m676
fjj8hlCu2U7y3I3meCnn,734,apj,m677
fpbltTSkzB8yfQcScyeX,337,abu,m678
fskpHcNvjvMW6ouQ0BIc,1018,abu,m679
g2yX1AIZSyEcntlUJYtx,277,abu,m680
g4T7um2m4K67YeZOPqTJ,893,x1,m681
g7QcmE5JnOh4XFoXj8fQ,297,abu,m682
gB2Y2sIedxWI0Bm8sSnb,253,x1,m683
gDGwNjFxSraNWaScVz27,967,abu,m684
gDKI5APhZ8UjjKRsgXd2,657,abu,m685
gJBnYVEMdjG8B1U2i2Wu,216,abu,m686
gMae9Nvp8upiLYxd6Y2H,300,abu,m687
gPJadiqcvGOzvx3gBxJ1,379,abu,m688
gRRQvgkGyczXLJ5NQlxF,526,abu,m689
gSGnGb9bcDTjID7RFOsE,990,apj,m690
gSOpUbBNW7Ha4OTLjdLn,1023,abu,m691
gSzD0aXB9OVOpAxzEPuO,764,abu,m692
gU1QqTckTy8i4EHBnP3p,1000,abu,m693
gZwAGjm1EdEqK5kNvsyn,315,abu,m694
gai3NTS80GKN2ZFVrnjL,1075,abu,m695
gdDLwbKMnmnBJOi84QZI,506,apj,m696
gf2Dgz2OjKnhdbmvUvVt,925,abu,m697
grTbSTxTm2SRms5ENBFK,1026,apj,m698
gtq00ccvBmgJN4lSqWdc,1041,abu,m699
gxi79tkWQH0F3nScodjX,816,abu,m700
hEJVKREWKj14jOk9lTys,3,x1,m701
hIAJhpwKKRp9KRMW6HaC,477,abu,m702
hLiJwKDdPOaPaeMplsGj,119,abu,m703
hQNabPoFUT2hNjxXhlx9,595,abu,m704
hQUrKaBWIdNEHPxiAUb2,606,apj,m705
hTIApRC8ZYQVCnxayGqT,397,abu,m706
hks5454zrWrJ96hwdOzr,919,x1,m707
hnegLgemSco6Ef8gAqYk,1019,abu,m708
hs6yAMXPwqTxjZJtnbMl,765,abu,m709
hsoFD3ADYKkGiBXwzf4n,324,abu,m710
i0mVc55eMxqIDTnJyuCp,304,abu,m711
i3OhwvNGLFZawHG49xxf,1096,apj,m712
i63GnkfCwX9LHc50uLeU,820,x1,m713
i9PWRpOAeGpKiq8GREka,1065,apj,m714
iU7eLp5rtgxxOr2e4jUY,412,abu,m715
iYxxfkxYktVa82qfQDt2,531,abu,m716
idPo3VXwDtj7rALV4KjI,584,apj,m717
ijzRO57POnn5BRdqkgXQ,602,apj,m718
itG93l2Uhg8R4rR7yFK8,478,abu,m719
iwOYaHaq7CTaUlcfIfht,715,abu,m720
ixbgcMsrEsGOhV6NRK0q,576,apj,m721
j1Dv8nOGuMsYAEkgtHqB,86,abu,m722
j2HJe1zBLI2uIw4xTcnG,873,abu,m723
j4VlouOINLVFc2QpjMr8,1048,abu,m724
j6UDzGvaN7FQhRKGlebh,569,abu,m725
j6s3ttT7rotVNamJ8b7H,127,abu,m726
jB2PX4ILCLn31HDi3WCR,434,abu,m727
jMWhM7sPqK0vR7JTqMj6,997,apj,m728
jTMiHgvQRQfW5B7yidYc,713,x1,m729
jXJfu4DLg7gOeETJvLtt,979,abu,m730
jaOvqNJHlI9fKwZPcKI6,748,x1,m731
jcDdQj2JSLbuVMX4vU5J,626,x1,m732
jcGtvMNy4TdWgiVKZxM9,530,abu,m733
jdPvHbNtNii69rtwJ5j8,582,apj,m734
jdtbZSeS7NlntTuSehwB,135,x1,m735
jg3g89T5tW2xskkmVREV,115,abu,m736
jiMP2Qj6Sg7307NDLE7a,1014,abu,m737
jmNHsDp27IpzhQqcLGaH,690,abu,m738
johGXde9MYo7ABUhpe4U,483,abu,m739
jqUqWQw0WKeN9zmkrPyT,284,x1,m740
jyuEbnRIAIlucrHFxhg3,1039,abu,m741
k7TpGBCg71Ps9kPf4p1o,616,abu,m742
k9OCLvRRBX94Qfbs8poa,545,apj,m743
kBCaxsNqMnocBZ3EZqwT,653,abu,m744
kCEv4WdxvsZsF6tfBPvs,561,abu,m745
kHO6M6MIGC5MugOtbg9r,978,abu,m746
kNQ8nkK8sd5Z8upylYRY,971,abu,m747
kPkgDneYenBfJWgdsQYB,275,abu,m748
kRarzAEVnuIvvBpGH8Xl,568,abu,m749
kScD2xAIl7wTX2wGWH4X,652,abu,m750
kaElyMBmWpCHagiXeXXl,1092,apj,m751
kcNKS3NC3qyicCDWCnHf,994,apj,m752
klm7rO3zvnH8GrFytCwN,382,abu,m753
klxgMUOQMHEn5GeNZiUV,968,abu,m754
kshwm0poElmNmhyFQzj0,500,x1,m755
kuutBfANYFQn9j1NTL3D,177,abu,m756
kuxYi8ofPZ2OwYlgQJDu,658,abu,m757
kv4jBfqUw42QmMcaypfH,366,abu,m758
l1eM03L8OMpctvOQZJDl,882,x1,m759
l2Bh2OskuFlV6MTUMcLj,422,apj,m760
l9ho3gbut1MSMuaZ2b0N,1049,abu,m761
lCLhThZ20YcE52v8yjYu,399,abu,m762
lE7hqHOdRohM2drP0W0C,771,x1,m763
lG3QaRfeHVtAsfq4RTAH,640,abu,m764
lGFyDLQ9QoFdZMsvBc3b,369,abu,m765
lMVgL8uF6GvcVEwQyZYO,88,abu,m766
lPPfHYZDDnGJdN8dP9Fq,474,abu,m767
lRZpq57rehQfoEhlxpQa,292,abu,m768
lUuAopOR0ml40OAjypY6,318,abu,m769
ladOlp5bJ9vyCRkfkw06,285,x1,m770
licCoZslg1aycDxzwBCa,899,x1,m771
lmTx7tngUTyI3PpW5KX5,1040,abu,m772
lo8gSWA1cJ0P4K9fr5TW,589,abu,m773
lqM7HwP7KVUcc2VEk3P4,1077,abu,m774
lr9qQJG5qjmF7WAfX8RV,509,x1,m775
lvdtHHsZO4LF8FetLx5J,869,abu,m776
lwKjTCuTkvGuJpExkam5,357,abu,m777
m1k83d2eq68HfMB7P2ms,829,abu,m778
m21YDpZss08jE1hfgosq,198,abu,m779
m65BRyinGCYODVS1TK12,693,abu,m780
mBOyiVyo9FH8HLd42EVF,830,abu,m781
mBolt10ShmA0AnzY9DDH,963,abu,m782
mGL0o8QuS74sF5kFjfc2,280,x1,m783
mHwNYel1Rj8EJtsZzelL,991,apj,m784
mJVig1np5ZHoeRtnqawy,307,abu,m785
mbrFuKXRsBnDf4J8HJ1Z,475,abu,m786
me0l3SwTnP1k2WZ9Cew6,849,abu,m787
mhgadA536Lxl6y7tuXUY,130,x1,m788
mmaN3HZoKk7sjXohZUDF,917,x1,m789
mn7dwA9jiPY0xwLENDx5,249,abu,m790
moFFzLONI3KxDCGYS80K,547,x1,m791
moupxXvUCzjr5MjeGblb,583,apj,m792
mqkBvosPBnH3RVmkTeow,906,x1,m793
mtcZ0areTdXSBhRFPzrQ,544,x1,m794
n0BdSUGLKCqiermc4rJp,392,apj,m795
n55CCBUPwdHUjNMtoR1l,709,abu,m796
n6TPWHNWOqGXNDngxAdM,319,abu,m797
n6gOE6Rq6fcSUMlwUBL6,151,abu,m798
nDwp73YXdPPqBBrNKQi6,870,abu,m799
nHUoSHvoLArI5CzXXji1,637,abu,m800
nUvFAbNVcWF6vHOXFQV8,270,abu,m801
nV9puy2txY45jOkVE5Fn,161,abu,m802
ncE0ZzKFmIArjiaW5tum,149,abu,m803
ndHsImJwP3EcpMurj4KN,659,abu,m804
ndw4yTJdl7LdwnEbX197,597,abu,m805
nnbLq9YfsoyruhSa5AUL,381,abu,m806
nsn6na6JHv0nCMCdQPmG,718,abu,m807
nvLBabljBNDe1r44ASUn,191,abu,m808
o1S2pJxI3JiWnar72bc5,833,abu,m809
o2VveboGqMiGkPQVW3IL,1058,abu,m810
o6BYeImQKZQ1bBaWnJsF,648,abu,m811
o9nlRFVsX3WIDvlWbdOz,914,x1,m812
oCyvsXuNz4llhd1xDmJd,1076,abu,m813
oNgL1QPQBLze1WehwVlh,264,abu,m814
oOZBbTztr4IbWQmxVEql,817,x1,m815
oRRYpqIzkITM3DV5t6BB,121,abu,m816
oRUuixJgaflNndJh6dn8,105,apj,m817
oXV7MtVMlv2PK1xjAgQC,511,x1,m818
oazHV3lGReOWq3SD2x4K,345,abu,m819
oeyxkyeCjsphvoJJh0QA,698,x1,m820
ofaVXOYEBwVX4XfUAym4,479,abu,m821
oooH0oOws9doVxu6Y3Jc,950,x1,m822
osI13Y1IbxlZCvtveiCq,390,abu,m823
oshFTvD78XYTjtaLUDoP,182,abu,m824
oyxJCVRlfMjphI9qZ3nK,751,apj,m825
p272G9j6y3Him2cE3Q74,232,abu,m826
pAqcPdQ2pnXxpewUvOnE,758,x1,m827
pCEbrFrT5GYxumnthpaa,900,x1,m828
pErU8rRyVmXUZXEQsI9y,660,apj,m829
pGqRugvm2kNRbDhYHwxx,702,apj,m830
pMi8aqqygMln7FmonJNu,825,x1,m831
pNMMkPaXeNdE8zPq2HH6,723,abu,m832
pNZpODi1Q8adO5x8O2ev,872,abu,m833
pQSh5XuwyKE2850kFoTy,936,abu,m834
pVEO2MP4iuntJdaZfVe3,527,abu,m835
pVoisFE3AALk5R83O4yz,449,x1,m836
pX4yGKFl113cXAx3p1AH,818,x1,m837
pY6ii3hjQGfQLZO5g1Ds,414,apj,m838
pdXlLyZa5ukMcaQzXIiq,801,abu,m839
pdp6PoPzx3LZRosBBa8H,972,abu,m840
piG3DsR6XSAgBp1ImYtw,468,abu,m841
pmqTzq9v8bQ7ww01xYav,1051,abu,m842
pmuFCoUchi2z8cJdtpy2,966,abu,m843
pnqr3n2zctsalT93LUDj,99,abu,m844
pscBGnPYB0W4U0FRmkuJ,194,abu,m845
ptKtEthIuzDEQvcXciFh,721,abu,m846
pvZkqqHqypdI3KjOUjb6,219,abu,m847
pzhbYDq4vscWekJBBjy6,454,x1,m848
q1eJ9HQeVobfPYNY1oaO,605,apj,m849
q4dBVSZAj7NFiJV7QQ9G,457,apj,m850
q5T8RklGWtGn26nppEF4,503,x1,m851
q5zuE3hCvvYbruUWDbqS,1016,abu,m852
q7Ho5IaqIiQS28Wcsilp,995,apj,m853
q7hB7aUs52wvsGXxRSEv,807,x1,m854
q7jJyHq3HAaHIac31EQS,844,abu,m855
qCKlprlQ4Wt58xKhawhr,1063,apj,m856
qCh5spB0lpJjZ1mTylhI,1064,apj,m857
qKB7QjOgU1HRXyCFaAN7,824,x1,m858
qRlWCx1CaozAhFUsZ3aN,542,abu,m859
qTtF0y3xLxJik6wtzFcJ,794,x1,m860
qYyqJBSoF18d4KEYFuB9,691,abu,m861
qZGHoHo6cXcXxulaDzzT,757,abu,m862
qeD7v9ERGcXVJczVEhTS,428,x1,m863
qfnLYRNf40MiiQVZFitU,485,abu,m864
qx9VPf7RvmWQaXzfgEBM,242,abu,m865
rD91UT3Oi8fTw5AtWLW8,891,x1,m866
rEGr43NdMQqbsjDuQJeb,1066,apj,m867
rFbFnsAfFDtZkccjnxNQ,363,abu,m868
rHRORkDP9gc3yy4Pknp6,618,abu,m869
rOezrpfDOv8dCzt3A3Az,247,abu,m870
rRVk75YOSg7US09ZMWMO,109,abu,m871
rTt9yu326ly2QYXC5sI6,1091,abu,m872
rXY7tEX6W6YqWrjAowEw,655,abu,m873
rapNY0PLylpOk6WSeB8C,1044,abu,m874
rbMaAtYCFplEfy4PiHPc,430,x1,m875
riSs6MGu3qt1IoIUMrTr,401,abu,m876
rt1pG3wiHUY2Pt9PfVZq,83,abu,m877
rw9cQ4GbBNnshJnIBeHy,165,abu,m878
ryhj9MzMZZA7zaloBWmo,346,abu,m879
s4GqcH6xpGn6hX6XDf14,407,abu,m880
sDfVd7Qds88HTwl5mOEs,1050,abu,m881
sDiME09jdUXmQdAPN6Ij,823,x1,m882
sOLEgcWV0vK2OuyQdlvD,948,x1,m883
sPLhkbC8VWHBjRbJgaPe,573,abu,m884
sRSD717DqKMxjytLozKs,1011,abu,m885
sRrxegBZrBsOEfou8MWt,683,abu,m886
sStVTcxeb0fhkk5hyurB,140,abu,m887
sTm5SJUSrsPJdOa0kOuw,338,abu,m888
sTm8Bfw3x7FVZOcd7cgV,1045,abu,m889
sV4S7eAWYBABvnHiQVIa,784,apj,m890
sZ8KldqblSLYsdXxGV07,803,abu,m891
sardlRc2Ryu3DliW1syz,587,abu,m892
sc6JZ77xxm0s6UxueZOO,193,abu,m893
sgXE9SIuWJrhYIcrMDbm,360,abu,m894
sp5wWhIUvLjeOSpLENP2,852,abu,m895
sqF4k2XwBVmQ2H5qfruR,744,apj,m896
sqjdyLRZXdKrYbmCklyo,611,abu,m897
svRjH1KfXpEvHfXjQBVP,207,abu,m898
syclQsyfgMi6kKIU9cl2,473,abu,m899
tJMFBBxJesDaJANUFZ82,681,abu,m900
tNWUuOtzSPm1GwuctmRq,429,x1,m901
tUu4cviXUUiU4zR7TO1X,416,x1,m902
tXmmkXiZZ0Qali6WXoe0,294,abu,m903
taPQFe94gjgiylMuNl8Z,624,x1,m904
teG1iv0aFxPfHwxkrUmo,334,abu,m905
thos3og68FV2ftckNTOq,922,x1,m906
ttYtRowFTseSj4O1a2SF,203,abu,m907
twDSZCquFJ5Vb6GkaUrR,505,apj,m908
tza2VVCBDvfUGyT31hG0,639,abu,m909
uAS9PiLMNK2h4KaXdmoc,147,abu,m910
uAw8DsBmYNYjVaSPyc8s,393,abu,m911
uBqGErzHJYJEcZfdYaaC,518,abu,m912
uD7H5lNMbPEqQ4rel1eZ,894,x1,m913
uFjPFX9QKxCo9FieNPGE,90,abu,m914
uO3wQYG7OhMrl1xZaJgD,316,abu,m915
uVQ0y76eEJ1r1r9Lt4iQ,687,abu,m916
ubxPTccZaiGrQ7UQZnej,741,x1,m917
ucaA9hFCsLBh3vSWR4pu,623,apj,m918
ufhoFzX3MlTiOWlq8lEZ,423,apj,m919
v4456hL57n8ALhv89pTD,262,abu,m920
v7H7YddgVXvWjpNYciJ1,857,x1,m921
v7TwCnwOr1nf0sZlnAtA,629,x1,m922
vAWN8RUEMcZocmg8jEd4,958,apj,m923
vDIaIsLmXdLM2UYIw1zU,1071,x1,m924
vFfOIuyFyjJ0UJ1qPtTf,302,abu,m925
vGZ8afweVDf7zGhgWqeL,100,abu,m926
vKPkfGEbzlSRB31KSXYz,737,apj,m927
vLvFTWLz7HDI1Kch5yCd,395,abu,m928
vOumLKsKjEO8qtdOiQA9,752,x1,m929
vQ4oh3DLB5UYzbdjfiSn,453,x1,m930
vQ5oU15jlFCTrvr9btgh,409,abu,m931
vdbZBmhXIITCJNEsgsbv,975,abu,m932
vhrrFHuu824xX4qEU2gO,261,abu,m933
vsGS6HvSx7I41z6iHQpf,559,x1,m934
vzOFkcSxffQZDWFsfk44,1083,abu,m935
w1GICrVMdPw0fRRdPKp8,102,abu,m936
w8yQ9I4wc2oZjxDjLqXe,631,x1,m937
wCHdD3fJLbU2OnIHFrSf,405,abu,m938
wDYH3Y5PksKNeSMxDcWc,572,abu,m939
wJhjNJ9AM6B60ZrWXZNi,476,abu,m940
wKpNzwRwyua57fvy7hK8,562,abu,m941
wPL9sPyJ7yIGqqy77dup,880,abu,m942
wVM0aJ69QjHp5OOeWbrS,420,x1,m943
wZQOqR31dbFYiiIwXb5o,339,abu,m944
wfqx28J4He5ruXbovz87,985,abu,m945
wiO7MciW5L1wL9NFv2Xw,523,abu,m946
woE79Icev8aIAyqjFu7v,233,x1,m947
wpCoZvSceCTMjDRrMCXk,739,apj,m948
wut0LLAMm5tMnRWGIuFp,780,apj,m949
wyN7wqEIFeHGxupZ0IX3,320,abu,m950
x2m4dEiQABmElLPcvnpU,642,abu,m951
xL6XfC2sDTYP2s9u6RYQ,1082,abu,m952
xM7h63C4LXCFmiufOLjl,973,abu,m953
xNEfC2SaeqP6FBzsR0m6,131,x1,m954
xOQjmbHBqaf8hLbhXkwv,1107,abu,m955
xRIDhnO5330XVNksMStM,682,abu,m956
xbiDec4k3NQRAM5k6Wuo,600,abu,m957
xdAQFA5GUDSYNUu40ivS,781,apj,m958
xeMEIZ7U9Zeu9HhR6dzL,383,abu,m959
xfhy4s0octT6DOoyx5WS,1101,abu,m960
xoP0pIZakSgPXbjt6DvC,750,x1,m961
xrNxZKmc5pZI5zwyexsx,104,x1,m962
xvMqSZTFSvS6hMSeKAhs,685,abu,m963
xyf1S9YDX1Q9K8rzrI3C,1094,apj,m964
xziVkAvrqD7nmvg3wXxo,615,abu,m965
y6bctYstNDKhu2Aq0aX5,706,apj,m966
yBTG25NEZrde16APxnNn,905,x1,m967
yCMeTbSyBVm70bYeWn6e,175,abu,m968
yCpgKXNSVKmqOICWEFAL,431,x1,m969
yMVQ2A3jBjogmssyjzYL,84,abu,m970
yR8znZAXEcVn7b2YsMx9,180,abu,m971
yT8wk5oHoMpwaYzo6U32,122,abu,m972
yUFlLMl4vyYV0Todh7Hk,783,x1,m973
yaVEeiKVdi6GOYUbuENt,269,abu,m974
ydNLDFWszoOH9Ckb0J64,795,x1,m975
ygtUduFmy1tZGXwZS3RK,779,apj,m976
yk7VeLirvURPkLxlxEQn,326,abu,m977
yl952bsrx72jrtyS8XVx,463,apj,m978
yp2Tnar08UhrtW5bTJxP,903,x1,m979
ypfpO7XGcLgmkGz064ML,5,abu,m980
ypuve5YacG1bOuSdxq7x,735,apj,m981
yqTdvEPHPB1u5685BO2t,847,abu,m982
yyDXJab9A7lnm8Vb8dDr,913,x1,m983
yyms7OrbDysXCTYvz3hW,724,abu,m984
yzLOuPzQuCOKhfJO9uLP,1090,abu,m985
yzwUG5q9uMqZwM2zeBF2,1079,abu,m986
z0XYYwHT647dcRAFuNmT,532,abu,m987
zC0VP0AdKs4ESmqHDmtO,862,x1,m988
zGKSrXLtbt7kyHfYClP6,435,abu,m989
zKdc1Ex2uC1ewOtEK7vZ,982,abu,m990
zQ088Jpkp22ajxbttdVP,200,abu,m991
zVBujqPztmehusvXN7fC,150,abu,m992
zZTJemBEhh9LJfSaW8s3,846,abu,m993
zby8a669so00E24W0qsP,387,abu,m994
zhIb7tT1vvsDeIOGXCzs,942,abu,m995
